Date,S&P500,AAL,ALGT,ALk,DAL,HA,LUV,BCS,CS,DB,GS,MS,WFC,BHC,JNJ,MRK,PFE,RHHBY,UNH,AAPL,AMZN,GOOG,IBM,MSFT,FB
2010-10-21,1180.26001,10.75,41.34,12.3175,13.53,7.16,13.62,16.479263,41.630859,55.667938,159.300003,24.6,26.030001,26.49,63.990002,37.099998,17.629999,18.5,36.490002,11.054286,164.970001,304.852325,139.830002,25.42,0.0
2010-10-22,1183.079956,10.81,41.68,12.585,13.18,7.33,13.47,16.48848,41.015625,56.001907,157.759995,24.52,26.110001,26.299999,63.810001,37.099998,17.5,18.25,37.259998,10.981071,169.130005,305.121338,139.669998,25.379999,0.0
2010-10-25,1185.619995,11.58,42.52,12.7075,13.47,7.48,13.54,16.304148,40.615234,55.458015,157.389999,24.379999,25.719999,26.58,63.98,37.419998,17.620001,18.475,37.560001,11.03,169.0,307.098907,139.839996,25.190001,0.0
2010-10-26,1185.640015,11.73,43.43,12.83,13.33,7.65,13.57,16.211981,40.458984,54.818703,158.289993,24.190001,25.91,26.799999,63.84,37.07,17.49,18.125,37.57,11.001785,169.949997,308.144989,140.669998,25.9,0.0
2010-10-27,1182.449951,12.0,43.349998,13.0675,13.78,7.51,13.76,16.506912,40.732422,54.904579,160.149994,24.4,25.75,27.09,63.57,36.459999,17.280001,18.355,35.93,10.993929,167.509995,307.083984,141.429993,26.049999,0.0
2010-10-28,1183.780029,11.88,46.709999,13.2025,13.88,7.61,13.76,16.37788,41.162109,55.267174,163.240005,24.860001,25.940001,27.059999,63.560001,36.939999,17.57,18.5,36.25,10.901428,166.839996,308.13504,140.899994,26.280001,0.0
2010-10-29,1183.26001,11.79,47.110001,13.2,13.89,7.32,13.76,16.267281,40.527344,55.229008,161.130005,24.870001,26.059999,27.610001,63.740002,36.310001,17.42,18.375,36.049999,10.749286,165.229996,305.704132,143.600006,26.67,0.0
2010-11-01,1184.380005,11.66,47.389999,13.11,13.72,7.3,13.87,16.156683,39.970703,54.09351,161.570007,24.68,25.93,27.549999,63.689999,36.25,17.620001,18.325001,36.110001,10.863571,162.580002,306.351715,143.320007,26.950001,0.0
2010-11-02,1193.569946,11.92,47.66,13.3125,13.85,7.36,14.08,16.341013,41.162109,55.085876,162.820007,24.610001,25.969999,27.67,63.880001,36.610001,17.450001,18.725,37.0,11.048572,164.610001,306.650604,143.839996,27.389999,0.0
2010-11-03,1197.959961,12.07,48.759998,13.51,14.19,7.43,14.11,16.691244,41.220703,55.04771,162.630005,25.4,26.459999,28.26,64.190002,36.509998,17.59,18.76,36.66,11.171429,168.470001,308.932037,144.169998,27.030001,0.0
2010-11-04,1221.060059,11.56,49.029999,13.8125,14.18,7.29,14.24,17.456221,42.744141,56.67939,166.389999,26.370001,27.459999,27.18,64.760002,36.650002,17.379999,18.950001,36.799999,11.366786,168.929993,310.969421,146.789993,27.139999,0.0
2010-11-05,1225.849976,11.57,49.189999,13.97,14.26,7.2,14.19,17.391705,42.773438,56.278625,171.070007,27.280001,29.219999,27.15,64.650002,35.700001,17.18,18.65,36.860001,11.326072,170.770004,311.372894,146.919998,26.85,0.0
2010-11-08,1223.25,11.23,48.75,13.775,14.09,7.33,14.26,17.096775,43.095703,55.725189,169.199997,27.209999,29.040001,25.719999,64.330002,35.619999,17.049999,18.465,37.119999,11.379286,171.990005,312.214752,146.460007,26.809999,0.0
2010-11-09,1213.400024,10.99,48.77,13.385,13.86,7.27,13.93,17.391705,42.587891,54.780533,166.550003,26.32,28.129999,25.950001,64.309998,35.049999,16.99,18.27,36.98,11.288571,170.270004,311.243378,146.139999,26.950001,0.0
2010-11-10,1218.709961,10.78,47.990002,13.52,13.54,7.07,13.69,17.382488,42.246094,54.13168,167.220001,26.549999,28.58,25.629999,63.950001,34.959999,16.83,18.440001,37.16,11.358214,173.330002,310.277008,146.550003,26.940001,0.0
2010-11-11,1213.540039,10.82,47.619999,13.425,13.54,7.04,13.69,17.032259,41.708984,52.9771,167.710007,26.309999,28.190001,25.290001,63.919998,35.209999,16.98,18.25,37.470001,11.308928,170.369995,307.442627,145.429993,26.68,0.0
2010-11-12,1199.209961,10.63,47.439999,13.47,13.46,7.01,13.56,16.718895,41.40625,52.700382,165.830002,25.57,27.540001,25.049999,63.669998,34.709999,16.85,18.055,36.669998,11.001071,165.679993,300.518585,143.740005,26.27,0.0
2010-11-15,1197.75,10.71,46.57,13.5125,13.2,7.0,13.51,16.608295,41.191406,52.671757,167.220001,26.0,27.65,25.059999,64.139999,34.540001,16.75,18.115,35.470001,10.965714,158.899994,296.623169,143.639999,26.200001,0.0
2010-11-16,1178.339966,10.69,45.959999,13.5425,13.15,6.7,13.3,16.101383,40.195313,51.870228,165.100006,25.629999,27.190001,24.610001,63.139999,34.099998,16.6,17.855,35.009998,10.771071,157.779999,290.770111,142.240005,25.809999,0.0
2010-11-17,1178.589966,10.7,47.360001,13.225,13.21,6.96,13.31,16.009216,40.068359,52.07061,164.889999,25.09,26.860001,24.790001,63.060001,34.470001,16.48,18.23,35.330002,10.732142,158.350006,290.685425,141.949997,25.57,0.0
2010-11-18,1196.689941,11.02,48.360001,13.535,13.77,7.12,13.56,16.359447,40.439453,53.339695,167.350006,25.57,27.51,24.870001,63.830002,35.290001,16.83,18.325001,35.630001,11.015357,164.169998,297.166138,144.360001,25.84,0.0
2010-11-19,1199.72998,11.08,48.509998,13.7575,13.76,7.12,13.57,16.276497,40.439453,52.958015,166.669998,25.620001,27.49,24.59,63.830002,35.330002,16.799999,18.389999,36.0,10.954643,164.820007,294.311859,145.050003,25.690001,0.0
2010-11-22,1197.839966,11.18,49.549999,13.8625,13.76,6.98,13.64,15.935484,39.550781,51.832062,161.050003,25.059999,26.950001,25.0,63.619999,35.59,16.629999,18.125,36.459999,11.191428,170.389999,294.506104,145.389999,25.73,0.0
2010-11-23,1180.72998,11.1,49.240002,13.6575,13.71,7.27,13.42,15.428572,38.369141,49.837788,157.779999,24.66,26.799999,24.969999,62.869999,34.810001,16.57,17.555,36.049999,11.026072,168.199997,290.416443,143.179993,25.120001,0.0
2010-11-24,1198.349976,11.74,50.25,14.0,14.33,7.88,13.75,15.631336,38.583984,49.770992,160.259995,25.15,27.110001,25.66,63.290001,35.150002,16.690001,17.620001,36.18,11.242857,177.25,296.374115,145.809998,25.370001,0.0
2010-11-26,1189.400024,11.7,50.02,13.98,14.23,7.71,13.53,15.032258,37.431641,48.234734,158.220001,24.700001,26.65,25.559999,62.299999,34.790001,16.49,17.525,35.880001,11.25,177.199997,293.898407,143.899994,25.25,0.0
2010-11-29,1187.76001,11.28,50.060001,13.875,14.15,7.87,13.55,15.21659,37.402344,47.089695,159.279999,24.92,27.200001,25.559999,61.91,34.689999,16.559999,17.450001,36.59,11.316786,179.490005,289.96814,142.889999,25.309999,0.0
2010-11-30,1180.550049,11.16,49.93,13.75,13.68,7.9,13.32,14.875576,36.162109,45.763359,156.139999,24.459999,27.209999,25.870001,61.549999,34.470001,16.299999,17.209999,36.52,11.1125,175.399994,276.817413,141.460007,25.26,0.0
2010-12-01,1206.069946,11.26,50.27,13.865,13.88,8.04,13.42,15.557604,37.089844,47.566795,158.449997,24.92,27.530001,26.92,62.419998,35.060001,16.700001,17.309999,37.669998,11.3,176.550003,281.121277,144.410004,26.040001,0.0
2010-12-02,1221.530029,11.11,50.080002,13.83,13.51,8.1,13.28,15.834102,38.125,48.998093,162.5,25.610001,28.780001,27.719999,62.599998,35.220001,16.690001,17.530001,38.049999,11.3625,176.529999,284.842346,145.179993,26.889999,0.0
2010-12-03,1224.709961,11.04,50.310001,13.9725,13.63,8.07,13.2,15.732718,38.857422,49.809162,162.309998,25.639999,29.049999,28.32,62.560001,35.299999,16.719999,17.745001,37.82,11.337143,175.679993,285.430145,145.380005,27.02,0.0
2010-12-06,1223.119995,11.15,51.049999,14.01,13.48,8.3,13.01,15.382488,37.705078,48.40649,162.649994,25.540001,28.74,28.07,62.200001,35.25,16.809999,17.5,37.290001,11.433928,178.050003,288.100128,144.990005,26.84,0.0
2010-12-07,1223.75,10.55,52.130001,14.05,13.12,8.05,12.95,15.327188,37.734375,48.129772,161.589996,25.66,28.469999,28.049999,62.310001,35.369999,16.77,17.530001,36.77,11.364643,176.770004,292.473724,144.020004,26.870001,0.0
2010-12-08,1228.280029,10.97,52.360001,14.0075,13.1,7.94,12.82,15.640553,38.583984,49.036259,166.139999,26.469999,29.370001,28.059999,62.450001,35.400002,16.719999,17.879999,36.84,11.464643,176.289993,294.167389,144.979996,27.23,0.0
2010-12-09,1233.0,10.91,52.07,14.0925,13.31,8.2,12.85,16.082949,39.091797,49.856869,166.449997,26.709999,30.07,27.940001,62.060001,35.669998,16.76,18.1,36.650002,11.42,174.850006,294.645599,144.300003,27.08,0.0
2010-12-10,1240.400024,10.93,52.580002,14.2375,13.02,8.2,12.9,16.018433,38.808594,50.505726,168.470001,26.950001,30.27,28.200001,61.91,35.990002,17.02,18.059999,36.669998,11.448571,175.619995,294.999268,144.820007,27.34,0.0
2010-12-13,1240.459961,10.51,50.669998,14.1225,13.08,8.53,12.84,15.963134,39.169922,51.164124,169.479996,26.940001,30.219999,28.790001,61.860001,36.099998,17.190001,18.25,36.900002,11.488214,174.25,296.199768,144.279999,27.25,0.0
2010-12-14,1241.589966,10.53,50.400002,14.085,13.07,8.26,12.88,15.788018,39.443359,51.001907,167.330002,26.629999,29.82,29.15,62.77,36.549999,17.110001,18.48,36.5,11.438929,173.940002,296.344238,145.820007,27.620001,0.0
2010-12-15,1235.22998,10.14,48.360001,14.1475,12.64,8.11,12.6,15.10599,38.662109,49.599236,165.210007,26.200001,29.790001,30.280001,62.57,36.66,17.08,18.200001,35.450001,11.441428,175.570007,294.047852,144.720001,27.85,0.0
2010-12-16,1242.869995,10.13,48.43,14.13,12.57,8.13,12.64,15.290322,38.505859,50.028625,164.460007,26.01,30.02,29.67,62.400002,36.84,17.219999,18.125,35.610001,11.473214,178.039993,294.750214,144.550003,27.99,0.0
2010-12-17,1243.910034,10.06,48.549999,14.3725,12.46,8.0,12.93,14.967742,37.958984,50.057251,164.039993,26.24,29.959999,29.969999,62.540001,36.48,17.030001,17.870001,35.049999,11.450357,177.580002,294.296906,145.0,27.9,0.0
2010-12-20,1247.079956,10.18,48.689999,14.4175,12.53,8.09,12.94,14.958526,38.154297,49.417938,166.050003,26.26,30.1,28.809999,62.490002,36.5,17.17,17.924999,35.18,11.5075,183.289993,296.418945,144.509995,27.809999,0.0
2010-12-21,1254.599976,10.52,49.18,14.765,12.65,8.18,13.1,15.364056,38.818359,49.666031,168.229996,26.860001,30.82,29.08,62.34,36.18,17.379999,17.905001,35.330002,11.578571,184.75,300.408997,145.740005,28.07,0.0
2010-12-22,1258.839966,10.32,49.689999,14.575,12.43,8.08,13.09,15.308756,39.277344,49.57061,169.600006,27.4,31.309999,28.790001,62.02,36.220001,17.559999,18.09,35.84,11.612857,184.759995,301.614471,145.949997,28.190001,0.0
2010-12-23,1256.77002,9.91,49.34,14.35,12.23,8.01,12.94,15.327188,39.394531,49.541985,167.600006,27.41,30.99,29.32,62.25,36.290001,17.610001,18.120001,35.77,11.557143,182.589996,300.986816,145.889999,28.299999,0.0
2010-12-27,1257.540039,9.87,49.450001,14.1375,12.45,8.05,12.99,15.225806,39.003906,49.494274,169.830002,27.51,31.209999,29.23,61.93,36.23,17.49,18.030001,35.540001,11.595715,182.139999,300.065277,145.339996,28.07,0.0
2010-12-28,1258.51001,9.89,49.32,14.26,12.48,7.97,13.08,15.225806,39.326172,49.408398,169.190002,27.66,31.200001,28.709999,62.049999,36.200001,17.59,18.295,35.720001,11.623929,181.089996,298.341736,145.710007,28.01,0.0
2010-12-29,1259.780029,10.14,49.27,14.3575,12.66,7.9,13.06,15.207374,39.453125,49.704197,167.630005,27.280001,31.02,28.450001,62.130001,36.209999,17.6,18.305,35.91,11.6175,183.369995,299.377869,146.520004,27.969999,0.0
2010-12-30,1257.880005,10.13,49.959999,14.3725,12.49,7.95,12.97,15.10599,39.394531,49.360687,167.639999,27.33,30.82,28.200001,61.939999,36.009998,17.49,18.299999,35.939999,11.559286,182.75,298.311859,146.669998,27.85,0.0
2010-12-31,1257.640015,10.01,49.240002,14.1725,12.6,7.84,12.98,15.225806,39.462891,49.666031,168.160004,27.209999,30.99,28.290001,61.849998,36.040001,17.51,18.325001,36.110001,11.52,180.0,295.875977,146.759995,27.91,0.0
2011-01-03,1271.869995,10.65,50.84,14.47,12.58,7.92,13.24,15.456222,39.941406,50.295803,173.050003,28.23,31.58,28.85,62.82,36.040001,17.68,18.309999,37.130001,11.770357,184.220001,301.0466,147.479996,27.98,0.0
2011-01-04,1270.199951,10.62,51.25,14.3525,12.53,7.88,13.32,15.760368,40.458984,51.20229,173.080002,28.469999,31.65,29.4,63.349998,36.349998,17.99,18.15,37.470001,11.831786,185.009995,299.93576,147.639999,28.09,0.0
2011-01-05,1276.560059,11.1,51.75,14.7775,12.98,8.03,13.31,16.082949,40.947266,52.480915,174.0,28.83,32.369999,29.950001,63.310001,36.560001,18.110001,17.83,37.59,11.928572,187.419998,303.397797,147.050003,28.0,0.0
2011-01-06,1273.849976,11.24,50.57,14.925,12.91,8.01,13.16,15.907834,41.396484,51.669846,172.210007,28.799999,32.150002,35.549999,63.209999,37.060001,18.18,17.76,38.369999,11.918928,185.860001,305.604523,148.660004,28.82,0.0
2011-01-07,1271.5,11.4,50.57,15.68,13.0,8.01,13.29,15.907834,40.673828,50.4771,170.690002,28.200001,31.5,35.639999,62.599998,37.349998,18.34,17.66,38.450001,12.004286,185.490005,307.069031,147.929993,28.6,0.0
2011-01-10,1269.75,11.47,49.470001,15.7375,12.6,8.03,13.3,15.990784,40.712891,49.990459,169.759995,28.049999,31.200001,35.0,62.16,37.200001,18.26,17.424999,38.450001,12.230357,184.679993,305.958191,147.639999,28.219999,0.0
2011-01-11,1274.47998,10.97,46.970001,15.5525,12.35,7.95,13.07,16.801844,40.957031,50.124046,169.360001,27.959999,31.4,35.52,62.27,36.950001,18.219999,17.325001,39.080002,12.201428,184.339996,306.854828,147.279999,28.110001,0.0
2011-01-12,1285.959961,10.88,47.919998,15.7775,12.51,7.85,13.16,17.603687,42.802734,52.833969,171.669998,28.709999,32.009998,35.630001,62.5,37.150002,18.370001,17.74,38.860001,12.300714,184.080002,307.283234,149.100006,28.549999,0.0
2011-01-13,1283.76001,10.89,48.029999,15.92,12.61,7.78,13.09,17.797235,42.822266,54.236641,171.570007,28.299999,31.889999,35.57,62.91,34.689999,18.219999,17.700001,39.599998,12.345715,185.529999,307.193573,148.820007,28.190001,0.0
2011-01-14,1293.23999,10.79,48.450001,16.025,12.75,7.95,13.24,18.221199,44.013672,55.305344,175.0,28.98,32.75,35.029999,62.549999,34.23,18.34,17.82,40.77,12.445714,188.75,310.924591,150.0,28.299999,0.0
2011-01-18,1295.02002,10.12,47.27,15.7425,11.7,7.5,13.08,18.064516,43.75,55.543892,174.679993,28.75,32.490002,35.439999,62.099998,33.869999,18.379999,18.285,40.880001,12.166072,191.25,318.620728,150.649994,28.66,0.0
2011-01-19,1281.920044,10.03,47.540001,15.67,11.45,7.51,12.83,17.483871,43.417969,55.486641,166.490005,27.75,31.809999,35.0,62.560001,33.91,18.32,18.475,40.560001,12.101429,186.869995,314.695435,155.690002,28.469999,0.0
2011-01-20,1280.26001,10.25,47.130001,15.3125,11.61,7.5,12.79,17.788019,43.173828,56.183205,165.690002,29.02,31.889999,35.349998,62.860001,34.049999,18.24,18.25,40.310001,11.881429,181.960007,312.214752,155.800003,28.35,0.0
2011-01-21,1283.349976,9.83,47.91,14.9775,11.54,7.42,12.57,17.815668,44.287109,57.709923,166.199997,30.01,32.509998,34.990002,62.66,33.900002,18.360001,18.424999,40.41,11.668571,177.419998,304.772644,155.5,28.02,0.0
2011-01-24,1290.839966,10.1,47.43,15.19,12.02,7.51,12.76,17.852535,45.097656,57.919846,166.300003,29.75,32.700001,35.32,62.220001,33.799999,18.450001,18.940001,39.810001,12.051785,176.850006,304.399048,159.630005,28.379999,0.0
2011-01-25,1291.180054,10.13,46.18,15.2825,11.63,7.58,12.5,17.493088,44.912109,57.280533,161.979996,29.34,32.700001,35.200001,61.080002,33.360001,18.469999,19.145,40.619999,12.192857,176.699997,308.797546,161.440002,28.450001,0.0
2011-01-26,1296.630005,10.8,48.139999,15.265,11.98,7.76,12.46,17.391705,44.326172,56.583969,161.309998,29.01,32.450001,36.209999,60.599998,33.200001,18.360001,19.299999,40.25,12.280357,175.389999,307.098907,161.039993,28.780001,0.0
2011-01-27,1299.540039,11.05,49.860001,15.71,12.3,7.73,12.49,17.658987,44.736328,57.433205,164.029999,29.85,32.5,36.98,60.68,33.25,18.48,19.25,42.290001,12.2575,184.449997,307.243378,161.070007,28.870001,0.0
2011-01-28,1276.339966,10.16,47.240002,14.93,11.83,7.5,11.93,17.225807,44.0625,56.20229,161.770004,29.040001,31.84,37.09,60.009998,33.07,18.15,19.105,40.93,12.003572,171.139999,299.372864,159.210007,27.75,0.0
2011-01-31,1286.119995,9.92,46.540001,14.81,11.67,7.39,11.85,17.327188,43.662109,55.86832,163.619995,29.4,32.419998,36.529999,59.77,33.169998,18.219999,19.135,41.049999,12.118571,169.639999,299.059052,162.0,27.73,0.0
2011-02-01,1307.589966,9.91,42.869999,15.5625,11.79,7.63,11.85,17.917051,44.550781,58.330154,165.330002,29.92,33.439999,38.990002,60.630001,34.0,19.219999,19.469999,42.07,12.3225,172.110001,304.37912,163.559998,27.99,0.0
2011-02-02,1304.030029,9.52,42.23,15.0,11.35,6.99,11.57,17.990784,44.082031,57.986641,165.050003,29.66,32.720001,38.830002,60.619999,33.82,18.959999,19.139999,41.950001,12.297143,173.529999,304.85733,163.300003,27.940001,0.0
2011-02-03,1307.099976,9.59,41.439999,14.9125,11.53,6.8,11.68,18.046083,44.453125,59.064884,164.639999,29.809999,32.75,39.200001,60.799999,32.900002,19.17,18.815001,43.040001,12.265715,173.710007,303.93576,163.529999,27.65,0.0
2011-02-04,1310.869995,9.24,41.299999,15.3525,11.4,6.78,11.72,18.331797,45.068359,59.961834,164.830002,29.85,32.759998,40.07,60.84,32.889999,19.299999,18.450001,42.490002,12.375,175.929993,304.349213,164.0,27.77,0.0
2011-02-07,1319.050049,9.72,40.009998,15.325,11.55,6.84,12.02,18.562212,45.039063,60.601147,167.130005,30.42,33.32,39.799999,60.869999,33.0,19.040001,18.385,41.810001,12.567142,176.429993,305.998047,164.820007,28.200001,0.0
2011-02-08,1324.569946,9.88,41.07,15.485,11.86,6.8,12.18,18.70046,45.732422,61.240459,168.550003,30.639999,34.099998,39.669998,60.939999,33.27,19.16,18.355,41.970001,12.685715,183.059998,308.0354,166.050003,28.280001,0.0
2011-02-09,1320.880005,9.88,41.27,15.5925,11.74,6.98,12.27,18.838709,45.546875,61.345421,166.009995,30.08,33.130001,40.200001,60.880001,33.09,19.049999,18.360001,42.07,12.791429,185.300003,307.098907,164.649994,27.969999,0.0
2011-02-10,1321.869995,9.85,41.32,15.62,11.69,6.96,12.31,18.626728,42.255859,59.742367,165.339996,29.73,33.0,41.0,60.93,33.040001,19.030001,18.225,42.43,12.662143,186.210007,307.069031,164.089996,27.5,0.0
2011-02-11,1329.150024,10.13,41.84,15.975,11.9,7.0,12.39,18.608295,42.001953,60.124046,166.660004,30.16,33.759998,40.540001,60.700001,33.07,18.83,18.355,42.380001,12.744643,189.25,311.083984,163.850006,27.25,0.0
2011-02-14,1332.319946,9.97,42.18,16.127501,11.82,7.15,12.19,18.396313,42.871094,59.274811,167.520004,29.98,33.869999,41.139999,60.700001,32.82,19.049999,18.135,42.459999,12.827857,190.419998,312.902161,163.220001,27.23,0.0
2011-02-15,1328.01001,10.08,42.540001,16.120001,11.9,7.07,12.37,19.56682,43.085938,60.229008,167.910004,30.32,33.68,40.900002,60.619999,32.790001,19.049999,18.02,42.029999,12.853572,189.029999,310.909637,162.839996,26.959999,0.0
2011-02-16,1336.319946,10.1,43.630001,16.084999,11.82,7.12,12.38,19.67742,44.765625,62.624046,168.809998,30.709999,33.299999,41.400002,60.52,32.959999,19.280001,18.184999,42.5,12.968928,186.619995,310.944489,163.399994,27.02,0.0
2011-02-17,1340.430054,9.92,44.200001,16.182501,11.65,7.23,12.5,19.9447,45.654297,62.166031,167.160004,30.690001,32.950001,40.810001,60.790001,33.099998,19.370001,18.205,42.59,12.796429,187.759995,311.462555,164.240005,27.209999,0.0
2011-02-18,1343.01001,9.72,44.0,16.0075,11.5,7.34,12.57,19.723503,46.513672,62.45229,168.039993,30.99,32.639999,40.470001,61.110001,32.849998,19.190001,18.264999,42.84,12.52,186.5,313.863556,164.839996,27.059999,0.0
2011-02-22,1315.439941,9.17,41.669998,15.0,10.74,7.0,11.88,19.050692,45.097656,59.961834,162.940002,29.52,31.379999,40.02,60.650002,32.34,18.889999,18.205,42.959999,12.093214,180.419998,303.965668,161.949997,26.59,0.0
2011-02-23,1307.400024,8.49,39.970001,14.3325,11.02,6.6,11.69,19.013824,45.488281,60.133587,163.089996,29.65,31.5,38.709999,60.389999,32.09,18.76,18.379999,42.91,12.236428,176.679993,304.518585,160.179993,26.59,0.0
2011-02-24,1306.099976,8.43,40.810001,14.54,11.13,6.72,11.76,18.682028,45.048828,60.124046,163.440002,29.49,31.440001,40.0,60.25,32.029999,18.9,18.495001,42.75,12.245714,177.75,303.273254,160.770004,26.77,0.0
2011-02-25,1319.880005,8.57,41.099998,14.805,11.12,6.68,11.79,18.847927,45.234375,61.040077,165.119995,29.870001,32.400002,40.110001,59.639999,32.189999,18.860001,18.525,42.52,12.434286,177.240005,303.880981,162.279999,26.549999,0.0
2011-02-28,1327.219971,8.61,41.27,14.8625,11.24,6.64,11.83,19.142857,45.146484,61.240459,163.779999,29.68,32.259998,40.080002,61.439999,32.57,19.24,18.780001,42.580002,12.614643,173.289993,305.554718,161.880005,26.58,0.0
2011-03-01,1306.329956,7.95,41.009998,14.2325,10.61,6.59,11.71,18.728111,44.179688,59.742367,161.309998,28.82,31.65,39.790001,60.700001,32.459999,19.139999,18.790001,42.450001,12.475357,169.440002,299.258301,159.970001,26.16,0.0
2011-03-02,1308.439941,7.97,40.91,14.1325,10.15,6.33,11.57,18.930876,44.355469,60.629772,161.690002,28.969999,31.549999,39.310001,60.810001,32.580002,19.190001,18.75,43.560001,12.575714,172.020004,299.273254,160.160004,26.08,0.0
2011-03-03,1330.969971,8.36,42.599998,14.7,10.26,6.7,11.78,19.13364,44.287109,61.517174,164.490005,29.309999,32.41,40.080002,61.049999,33.099998,19.77,18.120001,44.790001,12.841429,172.789993,303.641876,163.479996,26.200001,0.0
2011-03-04,1321.150024,8.28,42.110001,14.635,9.91,6.68,11.8,18.86636,43.105469,59.942749,161.0,28.440001,31.91,39.860001,61.060001,33.060001,19.66,18.08,44.450001,12.857142,171.669998,299.188568,161.830002,25.950001,0.0
2011-03-07,1310.130005,8.3,42.23,14.43,10.09,6.52,11.77,18.396313,42.480469,59.150764,159.149994,28.32,31.719999,39.389999,60.400002,32.830002,19.610001,17.709999,43.560001,12.691428,169.080002,294.725311,159.929993,25.719999,0.0
2011-03-08,1321.819946,9.28,43.27,15.18,11.07,7.06,12.66,18.516129,42.285156,59.09351,161.300003,28.799999,32.509998,38.650002,60.709999,32.98,19.68,17.629999,43.830002,12.705714,166.889999,295.049072,162.279999,25.91,0.0
2011-03-09,1320.02002,8.93,42.810001,15.035,10.88,7.05,12.31,18.37788,42.353516,58.234734,162.350006,28.719999,32.799999,39.990002,60.400002,33.290001,19.66,17.719999,44.490002,12.588214,169.050003,294.78009,165.860001,25.889999,0.0
2011-03-10,1295.109985,9.09,42.400002,15.0875,11.18,7.09,12.5,17.935484,41.826172,56.555344,160.270004,28.07,32.060001,39.240002,59.610001,32.900002,19.360001,17.705,43.790001,12.381071,166.139999,289.066498,162.020004,25.41,0.0
2011-03-11,1304.280029,9.18,43.299999,15.175,11.23,7.03,12.72,17.880184,42.138672,56.917938,160.679993,28.34,32.380001,40.07,59.689999,32.73,19.469999,17.775,43.59,12.571072,168.070007,287.278198,162.429993,25.68,0.0
